País,Total,Aérea,Marítima,Região,Continente,Ano,viagens_country,indicators_country,CountryID,Country,Year,AMA exchange rate,IMF based exchange rate,Population,Currency,Per capita GNI,"Agric, hunt, forest, fish (ISIC A-B)",Changes in inventories,Construction (ISIC F),Exports of goods and services,Final consumption expenditure,General gov final consumption expenditure,Gross capital formation,Gross fixed capital formation,Household consumption,Imports of goods and services,Manufacturing (ISIC D),"Mining, Manufacturing, Utilities (ISIC C-E)",Other Activities (ISIC J-P),Total Value Added,"Transport, storage and comms (ISIC I)","Wholesale, retail, restaurants, hotels",GNI (USD),Gross Domestic Product (GDP),travels_per_capita,travels_per_1000_people
"China, Hong Kong",1308,1306,2,Ásia,Ásia,2016,"China, Hong Kong","China, Hong Kong SAR",344.0,"China, Hong Kong SAR",2016,7.76225,7.76225,7435927.0,Hong Kong Dollar,44234.0,244516732.0,57586396.0,16094817869.0,600000000000.0,245000000000.0,31946020806.0,69008728139.0,68951141744.0,213000000000.0,593000000000.0,3458275629.0,7891783954.0,179000000000.0,311000000000.0,30139456987.0,77968114915.0,329000000000.0,321000000000.0,0.00017590274891079484,0.17590274891079483
Cingapura,1153,1147,6,Ásia,Ásia,2016,Cingapura,Singapore,702.0,Singapore,2016,1.381546364,1.381546364,5711933.0,Singapore Dollar,52396.0,100756662.0,1393872874.0,14307807917.0,525000000000.0,149000000000.0,32724489883.0,84419099547.0,83025226673.0,116000000000.0,442000000000.0,55820131723.0,59881016068.0,132000000000.0,300000000000.0,32765024173.0,60339270685.0,299000000000.0,319000000000.0,0.00020185811003035225,0.20185811003035226
Filipinas,1664,1660,4,Ásia,Ásia,2016,Filipinas,Philippines,608.0,Philippines,2016,47.49246386,47.49246386,104875266.0,Philippine Peso,3376.0,32516285735.0,-1226842173.0,21611467553.0,84987391420.0,267000000000.0,35870924886.0,78441198853.0,79668041027.0,231000000000.0,112000000000.0,62419996152.0,74887642941.0,105000000000.0,319000000000.0,22176608550.0,62602619096.0,354000000000.0,319000000000.0,1.586646750435894e-05,0.01586646750435894
India,3723,3704,19,Ásia,Ásia,2016,India,India,356.0,India,2016,67.19518591,67.19518591,1338636340.0,Indian Rupee,1692.0,375000000000.0,20549582256.0,161000000000.0,439000000000.0,1590000000000.0,236000000000.0,691000000000.0,671000000000.0,1360000000000.0,479000000000.0,347000000000.0,449000000000.0,716000000000.0,2080000000000.0,138000000000.0,239000000000.0,2260000000000.0,2290000000000.0,2.7811885041160617e-06,0.002781188504116062
Indonesia,575,575,0,Ásia,Ásia,2016,Indonesia,Indonesia,360.0,Indonesia,2016,13308.3268,13308.3268,261850182.0,Rupiah,3445.0,126000000000.0,11937421788.0,96751516487.0,178000000000.0,628000000000.0,88787505519.0,316000000000.0,304000000000.0,539000000000.0,171000000000.0,191000000000.0,270000000000.0,174000000000.0,899000000000.0,82217893825.0,150000000000.0,902000000000.0,932000000000.0,2.1959121647660342e-06,0.002195912164766034
Ira,1302,1301,1,Ásia,Ásia,2016,Ira,Iran (Islamic Republic of),364.0,Iran (Islamic Republic of),2016,30914.85244,30914.85244,83306231.0,Iranian Rial,5601.0,45603531583.0,32500928214.0,20282621647.0,98631148451.0,311000000000.0,73551154128.0,136000000000.0,103000000000.0,238000000000.0,89609787745.0,60334436201.0,140000000000.0,148000000000.0,451000000000.0,41124649369.0,56122272298.0,467000000000.0,466000000000.0,1.5629083015410937e-05,0.01562908301541094
Israel,7748,7701,47,Ásia,Ásia,2016,Israel,Israel,376.0,Israel,2016,3.840566667,3.840566667,8159009.0,New Israeli Sheqel,38747.0,3959504381.0,1716693465.0,17306904873.0,96299070450.0,246000000000.0,71153856115.0,66910082575.0,65193389109.0,175000000000.0,90474440404.0,37684788492.0,43319781141.0,152000000000.0,286000000000.0,34612156558.0,34434805602.0,316000000000.0,319000000000.0,0.0009496251321698505,0.9496251321698506
Japao,23262,22449,813,Ásia,Ásia,2016,Japao,Japan,392.0,Japan,2016,108.7929,108.7929,126993857.0,Yen,40772.0,56290438047.0,3748406374.0,269000000000.0,803000000000.0,3720000000000.0,984000000000.0,1240000000000.0,1240000000000.0,2740000000000.0,763000000000.0,1020000000000.0,1160000000000.0,2210000000000.0,4990000000000.0,511000000000.0,774000000000.0,5180000000000.0,5000000000000.0,0.0001831742144818863,0.1831742144818863
Libano,630,630,0,Ásia,Ásia,2016,Libano,Lebanon,422.0,Lebanon,2016,1507.5,1507.5,6258619.0,Lebanese Pound,8042.0,1394863554.0,281488441.0,2455806751.0,11112344036.0,51724626168.0,6641042827.0,11836802438.0,11555313997.0,45083583341.0,23526463868.0,4274078913.0,5704185691.0,26737467993.0,47507454621.0,2896002048.0,8319128585.0,50329517818.0,51147308774.0,0.00010066118420054009,0.1006611842005401
Malasia,1579,1575,4,Ásia,Ásia,2016,Malasia,Malaysia,458.0,Malaysia,2016,4.148300663,4.148300663,31526418.0,Malaysian Ringgit,9291.0,25493789215.0,1439169575.0,14726276653.0,201000000000.0,203000000000.0,37852424561.0,78312866039.0,76873696464.0,165000000000.0,181000000000.0,65664443283.0,98796478560.0,73575456807.0,297000000000.0,27231451811.0,57447134132.0,293000000000.0,301000000000.0,5.008497952415653e-05,0.05008497952415653
Paquistao,416,416,0,Ásia,Ásia,2016,Paquistao,Pakistan,586.0,Pakistan,2016,104.769117,104.769117,213524840.0,Pakistan Rupee,1530.0,69743424464.0,4997663422.0,8576659090.0,27289479963.0,285000000000.0,33137491701.0,49775936952.0,44778273530.0,252000000000.0,49866878217.0,35017742861.0,48115953849.0,70593875461.0,291000000000.0,38747668349.0,55417055755.0,327000000000.0,312000000000.0,1.9482510793591976e-06,0.0019482510793591976
Republica da Coreia,5257,5245,12,Ásia,Ásia,2016,Republica da Coreia,Republic of Korea,410.0,Republic of Korea,2016,1160.433435,1160.433435,51309984.0,Won,29343.0,27887597017.0,6349093173.0,78886903150.0,602000000000.0,948000000000.0,229000000000.0,452000000000.0,446000000000.0,719000000000.0,502000000000.0,395000000000.0,436000000000.0,570000000000.0,1370000000000.0,115000000000.0,146000000000.0,1510000000000.0,1500000000000.0,0.00010245569361315723,0.10245569361315723
Siria,139,139,0,Ásia,Ásia,2016,Siria,Syrian Arab Republic,760.0,Syrian Arab Republic,2016,460.2758333,460.2758333,18964252.0,Syrian Pound,798.0,2730917028.0,1233589017.0,451856605.0,4296288394.0,9541372148.0,1603759644.0,3783466981.0,2549877964.0,7937612504.0,4331198838.0,622052466.0,3559742678.0,2301900025.0,13289927006.0,1259443141.0,2986067529.0,15135476372.0,13289928684.0,7.3295798853548245e-06,0.007329579885354824
Tailandia,1510,1352,158,Ásia,Ásia,2016,Tailandia,Thailand,764.0,Thailand,2016,35.29638333,35.29638333,70607037.0,Baht,5579.0,35045545271.0,-10781132911.0,11343258492.0,277000000000.0,276000000000.0,69714961353.0,87243102811.0,98024235722.0,207000000000.0,221000000000.0,112000000000.0,136000000000.0,115000000000.0,413000000000.0,34055585487.0,81706359906.0,394000000000.0,413000000000.0,2.138597035306835e-05,0.02138597035306835
Taiwan,1657,1656,1,Ásia,Ásia,2016,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outros,3915,3912,3,Ásia,Ásia,2016,Outros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alemanha,58014,57653,361,Europa,Europa,2016,Alemanha,Germany,276.0,Germany,2016,0.904035128,0.904035128,82331423.0,Euro,43161.0,24218085474.0,-15160915297.0,147000000000.0,1600000000000.0,2520000000000.0,690000000000.0,692000000000.0,708000000000.0,1830000000000.0,1340000000000.0,716000000000.0,809000000000.0,1500000000000.0,3120000000000.0,281000000000.0,358000000000.0,3550000000000.0,3470000000000.0,0.0007046398311371346,0.7046398311371346
Austria,6898,6821,77,Europa,Europa,2016,Austria,Austria,40.0,Austria,2016,0.904035128,0.904035128,8736487.0,Euro,45274.0,4392063845.0,2877100590.0,22072737423.0,207000000000.0,284000000000.0,77733594445.0,95950419755.0,93073319165.0,207000000000.0,192000000000.0,67434226962.0,78705514642.0,155000000000.0,353000000000.0,32485308471.0,60435074159.0,396000000000.0,396000000000.0,0.0007895622119050826,0.7895622119050826
Belgica,10958,10925,33,Europa,Europa,2016,Belgica,Belgium,56.0,Belgium,2016,0.904035128,0.904035128,11316836.0,Euro,42441.0,2989706834.0,4620727526.0,21767295752.0,378000000000.0,355000000000.0,111000000000.0,115000000000.0,111000000000.0,244000000000.0,372000000000.0,58786874931.0,69994404027.0,229000000000.0,425000000000.0,41294855527.0,60144233691.0,480000000000.0,476000000000.0,0.0009682918441161469,0.9682918441161469
Bulgaria,1514,1512,2,Europa,Europa,2016,Bulgaria,Bulgaria,100.0,Bulgaria,2016,1.768041667,1.768041667,7245975.0,Bulgarian Lev,7328.0,2186769731.0,295241911.0,1821506846.0,34459821365.0,41078783023.0,8407324488.0,10226342705.0,9931100794.0,32671458535.0,31812259326.0,7766898405.0,11369471873.0,17923729173.0,46460443523.0,5698960715.0,7460005185.0,53101124125.0,53952631207.0,0.00020894358592183938,0.20894358592183937
Croacia,1619,1619,0,Europa,Europa,2016,Croacia,Croatia,191.0,Croatia,2016,6.805990167,6.805990167,4223751.0,Croatian Kuna,12145.0,1604116335.0,530870588.0,1956790955.0,24555560015.0,40942198442.0,10907509147.0,10880327210.0,10349456622.0,30034689295.0,23980581224.0,6744088498.0,8832528189.0,19471700187.0,43542128734.0,3962435934.0,7714557135.0,51299515787.0,52397489751.0,0.00038330858045372465,0.3833085804537246
Dinamarca,8605,8523,82,Europa,Europa,2016,Dinamarca,Denmark,208.0,Denmark,2016,6.731718257,6.731718257,5706857.0,Danish Krone,56215.0,3009484240.0,1905548555.0,14798599138.0,167000000000.0,224000000000.0,77867254833.0,68182232598.0,66276684043.0,146000000000.0,146000000000.0,40499021139.0,49918161628.0,138000000000.0,272000000000.0,26837724500.0,39219407276.0,321000000000.0,313000000000.0,0.0015078352234864129,1.507835223486413
Eslovaquia,1548,1548,0,Europa,Europa,2016,Eslovaquia,Slovakia,703.0,Slovakia,2016,0.904035128,0.904035128,5431203.0,Euro,16115.0,2015712602.0,1973129080.0,6273272824.0,84018157759.0,66368532754.0,16971766390.0,20917463731.0,18944334651.0,49396766364.0,81412517860.0,16719081519.0,20102406907.0,33388590849.0,81009827755.0,9250763318.0,9979081256.0,87523964007.0,89891636384.0,0.00028501972767359273,0.28501972767359274
Eslovenia,1114,1114,0,Europa,Europa,2016,Eslovenia,Slovenia,705.0,Slovenia,2016,0.904035128,0.904035128,2090020.0,Euro,20862.0,885856064.0,465650047.0,2010788015.0,34714574721.0,32672991443.0,8515811789.0,8243504892.0,7777854845.0,24157179655.0,30894736428.0,9022042117.0,10500023402.0,15794909466.0,38748008697.0,4017680163.0,5538751587.0,43602431788.0,44736333522.0,0.0005330092534999665,0.5330092534999665
Espanha,33068,32861,207,Europa,Europa,2016,Espanha,Spain,724.0,Spain,2016,0.904035128,0.904035128,46473315.0,Euro,26591.0,34815018827.0,7489753208.0,65663377633.0,417000000000.0,953000000000.0,235000000000.0,231000000000.0,224000000000.0,717000000000.0,368000000000.0,139000000000.0,181000000000.0,531000000000.0,1120000000000.0,92454371977.0,213000000000.0,1240000000000.0,1230000000000.0,0.0007115481217554633,0.7115481217554633
Estonia,837,836,1,Europa,Europa,2016,Estonia,Estonia,233.0,Estonia,2016,0.904035128,0.904035128,1315926.0,Euro,17874.0,508497940.0,182333623.0,1360013524.0,18525308898.0,17125885401.0,4745011413.0,6063034312.0,5880700689.0,12380873988.0,17657740840.0,3340578155.0,4424938674.0,8573560651.0,20735588055.0,2806085650.0,3062491616.0,23521431129.0,24056487771.0,0.0006360540030366449,0.6360540030366448
Finlandia,4100,4099,1,Europa,Europa,2016,Finlandia,Finland,246.0,Finland,2016,0.904035128,0.904035128,5495219.0,Euro,43984.0,5559518480.0,1190219237.0,14512710396.0,83756701105.0,188000000000.0,56954645243.0,56001142472.0,54810923235.0,131000000000.0,86830696699.0,35046204534.0,42023809502.0,101000000000.0,207000000000.0,21724819526.0,22438287377.0,242000000000.0,241000000000.0,0.0007461031125420115,0.7461031125420116
Franca,85250,84960,290,Europa,Europa,2016,Franca,France,250.0,France,2016,0.904035128,0.904035128,66217242.0,Euro,38110.0,35515212858.0,19624237434.0,120000000000.0,748000000000.0,1930000000000.0,586000000000.0,559000000000.0,539000000000.0,1340000000000.0,762000000000.0,254000000000.0,311000000000.0,1240000000000.0,2210000000000.0,214000000000.0,290000000000.0,2520000000000.0,2470000000000.0,0.0012874290354768928,1.2874290354768927
Grecia,3111,3101,10,Europa,Europa,2016,Grecia,Greece,300.0,Greece,2016,0.904035128,0.904035128,10749742.0,Euro,17868.0,6785205365.0,3525812108.0,3854062627.0,60390119047.0,171000000000.0,39785878765.0,24777398917.0,21251586809.0,131000000000.0,63177835943.0,15634058415.0,24195209150.0,87241869880.0,168000000000.0,15962487025.0,30313697060.0,192000000000.0,193000000000.0,0.0002894022944922771,0.2894022944922771
Holanda,24514,24454,60,Europa,Europa,2016,Holanda,Netherlands,528.0,Netherlands,2016,0.904035128,0.904035128,17124505.0,Euro,44644.0,13841276310.0,3473316360.0,31180204318.0,623000000000.0,543000000000.0,193000000000.0,161000000000.0,157000000000.0,350000000000.0,543000000000.0,85021032506.0,107000000000.0,371000000000.0,702000000000.0,68667685669.0,110000000000.0,765000000000.0,784000000000.0,0.0014315158306765655,1.4315158306765654
Hungria,3390,3385,5,Europa,Europa,2016,Hungria,Hungary,348.0,Hungary,2016,281.5233333,281.5233333,9815104.0,Forint,12750.0,5003095066.0,2457465929.0,3882502338.0,111000000000.0,90085893413.0,25671943119.0,27713567851.0,25256101922.0,64413950294.0,100000000000.0,25214890418.0,28903344897.0,45896007436.0,109000000000.0,12509865375.0,12905772168.0,125000000000.0,129000000000.0,0.0003453860499083861,0.3453860499083861
Irlanda,5397,5375,22,Europa,Europa,2016,Irlanda,Ireland,372.0,Ireland,2016,0.904035128,0.904035128,4715788.0,Euro,51687.0,2824386930.0,5254034775.0,6343260149.0,364000000000.0,139000000000.0,38154996342.0,112000000000.0,107000000000.0,101000000000.0,317000000000.0,98950552068.0,104000000000.0,101000000000.0,278000000000.0,34929046476.0,28302706619.0,244000000000.0,299000000000.0,0.0011444534826417134,1.1444534826417134
Italia,45307,44806,501,Europa,Europa,2016,Italia,Italy,380.0,Italy,2016,0.904035128,0.904035128,60118626.0,Euro,31291.0,36172377587.0,5287294544.0,72371302815.0,550000000000.0,1480000000000.0,357000000000.0,329000000000.0,324000000000.0,1130000000000.0,488000000000.0,277000000000.0,326000000000.0,832000000000.0,1680000000000.0,157000000000.0,261000000000.0,1880000000000.0,1880000000000.0,0.0007536266713746918,0.7536266713746919
Letonia,798,797,1,Europa,Europa,2016,Letonia,Latvia,428.0,Latvia,2016,0.904035128,0.904035128,1973476.0,Euro,14201.0,914775294.0,490905703.0,1309722336.0,16728449518.0,22055459333.0,5089897348.0,5911031369.0,5420125666.0,16965561985.0,16630405761.0,2853174529.0,3887713974.0,10921955016.0,24519954275.0,3415015528.0,4070772126.0,28024476281.0,28064533352.0,0.000404362657564622,0.40436265756462203
Lituania,1288,1286,2,Europa,Europa,2016,Lituania,Lithuania,440.0,Lithuania,2016,0.904035128,0.904035128,2933673.0,Euro,14141.0,1337329671.0,-304784617.0,2595265303.0,29074799405.0,34444944712.0,7312600800.0,8263021833.0,8567806450.0,27132343912.0,28764678712.0,7268924400.0,8565653878.0,12626856686.0,38712012308.0,5919860672.0,7667046098.0,41485060525.0,43018087238.0,0.00043904007024641125,0.43904007024641123
Luxemburgo,597,594,3,Europa,Europa,2016,Luxemburgo,Luxembourg,442.0,Luxembourg,2016,0.904035128,0.904035128,583351.0,Euro,70623.0,133176241.0,383437534.0,3094585502.0,119000000000.0,30035472252.0,9745390116.0,11149104375.0,10765666841.0,20290082136.0,97824833644.0,3602993843.0,4426019384.0,37253544645.0,56840981519.0,5539033656.0,6394622091.0,41197846022.0,62174650367.0,0.0010233975771019505,1.0233975771019506
Noruega,9146,9138,8,Europa,Europa,2016,Noruega,Norway,578.0,Norway,2016,8.400164286,8.400164286,5236590.0,Norwegian Krone,73513.0,7716872884.0,10655743978.0,21688980573.0,131000000000.0,258000000000.0,89839552458.0,104000000000.0,93001038245.0,168000000000.0,123000000000.0,24202264752.0,81365075343.0,152000000000.0,326000000000.0,31343553655.0,31789497314.0,385000000000.0,369000000000.0,0.001746556442264909,1.746556442264909
Polonia,8244,8239,5,Europa,Europa,2016,Polonia,Poland,616.0,Poland,2016,3.942783333,3.942783333,38532113.0,Zloty,11705.0,11991782455.0,8204356483.0,29283120638.0,236000000000.0,361000000000.0,84373644676.0,95050112653.0,86845756171.0,277000000000.0,222000000000.0,84933147903.0,110000000000.0,144000000000.0,418000000000.0,44084086115.0,78163311028.0,451000000000.0,470000000000.0,0.00021395141242319102,0.21395141242319102
Portugal,44451,44430,21,Europa,Europa,2016,Portugal,Portugal,620.0,Portugal,2016,0.904035128,0.904035128,10332753.0,Euro,19479.0,4261479317.0,573458911.0,7215904336.0,82949308806.0,171000000000.0,36281332424.0,32660285079.0,32086826168.0,135000000000.0,80582346579.0,25070734863.0,32654977763.0,84566471630.0,179000000000.0,14879400793.0,35610961349.0,201000000000.0,206000000000.0,0.004301951280554175,4.301951280554175
Reino Unido,83560,82837,723,Europa,Europa,2016,Reino Unido,United Kingdom,826.0,United Kingdom,2016,0.740634464,0.740634464,65655203.0,Pound Sterling,40157.0,15477270586.0,2686885498.0,147000000000.0,773000000000.0,2270000000000.0,517000000000.0,484000000000.0,482000000000.0,1750000000000.0,826000000000.0,243000000000.0,325000000000.0,1360000000000.0,2410000000000.0,251000000000.0,312000000000.0,2640000000000.0,2700000000000.0,0.0012727094911274587,1.2727094911274588
Republica Tcheca,3313,3308,5,Europa,Europa,2016,Republica Tcheca,Czechia,203.0,Czechia,2016,24.43991667,24.43991667,10527591.0,Czech Koruna,17386.0,4096290563.0,1821937473.0,9646964154.0,155000000000.0,130000000000.0,37217475510.0,51077792818.0,49255855346.0,93005390771.0,140000000000.0,47166322853.0,55926213605.0,64807340451.0,177000000000.0,19526866908.0,22540256888.0,183000000000.0,196000000000.0,0.0003146968760469513,0.3146968760469513
Romenia,2600,2590,10,Europa,Europa,2016,Romenia,Romania,642.0,Romania,2016,4.059183333,4.059183333,19797820.0,New Leu,9370.0,7953003683.0,1116406831.0,11197917479.0,78593543036.0,143000000000.0,28219001359.0,43988823696.0,42872416865.0,115000000000.0,80557361702.0,37288411873.0,44614220430.0,60764267032.0,166000000000.0,21358212448.0,19993775431.0,186000000000.0,185000000000.0,0.000131327590613512,0.13132759061351199
Russia,10119,10083,36,Europa,Europa,2016,Russia,Russian Federation,643.0,Russian Federation,2016,67.05593333,67.05593333,145109157.0,Russian Ruble,8554.0,49031369889.0,15501983916.0,81075592208.0,330000000000.0,916000000000.0,238000000000.0,295000000000.0,279000000000.0,678000000000.0,264000000000.0,151000000000.0,291000000000.0,439000000000.0,1150000000000.0,90148539601.0,200000000000.0,1240000000000.0,1280000000000.0,6.973371087808057e-05,0.06973371087808057
Servia,1573,1570,3,Europa,Europa,2016,Servia,Serbia,688.0,Serbia,2016,111.27785,111.27785,7493288.0,Serbian Dinar,5131.0,2771639125.0,414371378.0,1586071456.0,19742896444.0,35299954416.0,6509875955.0,7356469631.0,6942098253.0,28790078462.0,21706658519.0,6027149712.0,8920825141.0,11922885802.0,33753153158.0,3499153157.0,5052578477.0,38446580605.0,40692661514.0,0.00020992119881152306,0.20992119881152305
Suecia,11837,11825,12,Europa,Europa,2016,Suecia,Sweden,752.0,Sweden,2016,8.561991667,8.561991667,9953317.0,Swedish Krona,52106.0,7212690972.0,2428406942.0,28798206025.0,220000000000.0,372000000000.0,136000000000.0,127000000000.0,125000000000.0,236000000000.0,204000000000.0,68024476392.0,83167214793.0,222000000000.0,457000000000.0,57521663087.0,58282584173.0,519000000000.0,516000000000.0,0.0011892517841037315,1.1892517841037316
Suica,17406,17228,178,Europa,Europa,2016,Suica,Switzerland,756.0,Switzerland,2016,0.985394394,0.985394394,8372898.0,Swiss Franc,81680.0,4526424119.0,-6278417085.0,34258090647.0,457000000000.0,443000000000.0,79125215706.0,172000000000.0,178000000000.0,363000000000.0,376000000000.0,124000000000.0,136000000000.0,327000000000.0,675000000000.0,56470523589.0,117000000000.0,684000000000.0,696000000000.0,0.0020788501185611003,2.0788501185611
